word,level,pos
engender,C2,verb
emolument,C2,noun
munificence,C2,noun
posterity,C2,noun
venomous,C2,adjective
venomously,C2,adverb
choreography,C2,noun
choreographical,C2,adjective
archetype,C2,noun
archetypal,C2,adjective
dissension,C2,noun
exalted,C2,adjective
exaltedly,C2,adverb
adept,C2,adjective
adept,C2,noun
hitherto,C2,adverb
angst,C2,noun
angsty,C2,adjective
drabness,C2,noun
melodious,C2,adjective
melodiously,C2,adverb
magpie,C2,noun
melancholy,C2,noun
melancholy,C2,adjective
meteorology,C2,noun
meteorological,C2,adjective
brink,C2,noun
unsurpassed,C2,adjective
loiter,C2,verb
topple,C2,verb
intrinsically,C2,adverb
promotable,C2,adjective
clinch,C2,verb
anonymity,C2,noun
splinter,C2,verb
disseminate,C2,verb
dissemination,C2,noun
dissemble,C2,verb
mangle,C2,verb
bereft,C2,adjective
bereftly,C2,adverb
solipsism,C2,noun
soliloquize,C2,verb
mutinous,C2,adjective
mutinously,C2,adverb
prissy,C2,adjective
reptilian,C2,adjective
undiminishing,C2,adjective
contagion,C2,noun
homestead,C2,noun
computerize,C2,verb
computerise,C2,verb
incumbent,C2,noun
incumbent,C2,adjective
recumbent,C2,adjective
nonchalant,C2,adjective
nonchalantly,C2,adverb
mesmeric,C2,adjective
stultify,C2,verb
stultifyingly,C2,adverb
wallow,C2,verb
ponderous,C2,adjective
ponderously,C2,adverb
lassitude,C2,noun
vicinity,C2,noun
ebb,C2,verb
wane,C2,verb
antediluvian,C2,adjective
ostensible,C2,adjective
ostensibly,C2,adverb
interlocking,C2,adjective
undemonstrative,C2,adjective
undemonstratively,C2,adverb
menace,C2,noun
menacing,C2,adjective
menacingly,C2,adverb
calamity,C2,noun
calamitous,C2,adjective
calamitously,C2,adverb
nigh,C2,adverb
austere,C2,adjective
austerely,C2,adverb
austerity,C2,noun
idiosyncrasy,C2,noun
idiosyncratic,C2,adjective
idiomatic,C2,adjective
idiomatically,C2,adverb
kinetic,C2,adjective
kinetically,C2,adverb
unmediated,C2,adjective
mediate,C2,verb
mediation,C2,noun
unharried,C2,adjective
figuratively,C2,adverb
exorcism,C2,noun
exorcist,C2,noun
mundanity,C2,noun
dubiously,C2,adverb
curate,C2,verb
curator,C2,noun
antithesis,C2,noun
antithetical,C2,adjective
detract,C2,verb
interrogate,C2,verb
interrogation,C2,noun
interrogative,C2,adjective
interrogatively,C2,adverb
perverse,C2,adjective
perversity,C2,noun
opaque,C2,adjective
opacity,C2,noun
remit,C2,verb
remittance,C2,noun
recourse,C2,noun
pedestal,C2,noun
pedestrian,C2,adjective
lurid,C2,adjective
luridly,C2,adverb
fallacy,C2,noun
rife,C2,adjective
mercenary,C2,noun
polysyllabic,C2,adjective
syllabic,C2,adjective
superfluously,C2,adverb
snippet,C2,noun
ephemeral,C2,adjective
ephemera,C2,noun
ephemerality,C2,noun
summarily,C2,adverb
infallibly,C2,adverb
infallible,C2,adjective
infallibility,C2,noun
depravity,C2,noun
depraved,C2,adjective
deprecate,C2,verb
deprecatingly,C2,adverb
revile,C2,verb
revulsion,C2,noun
meager,C2,adjective
meagre,C2,adjective
arcane,C2,adjective
arcanely,C2,adverb
porten,C2,noun
divination,C2,noun
flit,C2,verb
hitch,C2,verb
prone,C2,adjective
scavenger,C2,noun
vermin,C2,noun
totemic,C2,adjective
emulate,C2,verb
emulation,C2,noun
avian,C2,adjective
vestigial,C2,adjective
vestigially,C2,adverb
brouhaha,C2,noun
magnate,C2,noun
magnanimous,C2,adjective
magnanimously,C2,adverb
magnanimity,C2,noun
whirlwind,C2,noun
secularly,C2,adverb
euphemism,C2,noun
euphemistic,C2,adjective
euphemistically,C2,adverb
condensation,C2,noun
redundantly,C2,adverb
colloquial,C2,adjective
colloquium,C2,noun
colloquially,C2,adverb
allusion,C2,noun
allude,C2,verb
disparage,C2,verb
disparaging,C2,adjective
disparagingly,C2,adverb
disparagement,C2,noun
huddle,C2,verb
huddle,C2,noun
topography,C2,noun
topographical,C2,adjective
topographically,C2,adverb
confabulate,C2,verb
confabulation,C2,noun
surrealist,C2,noun
surrealism,C2,noun
contrive,C2,verb
malice,C2,noun
maliciously,C2,adverb
cinematography,C2,noun
cinematographer,C2,noun
maverick,C2,noun
diligently,C2,adverb
turret,C2,noun
impressionistic,C2,adjective
impressionistically,C2,adverb
snobbery,C2,noun
parochial,C2,adjective
gravitate,C2,verb
gravitational,C2,adjective
gravitationally,C2,adverb
consternation,C2,noun
haughty,C2,adjective
haughtily,C2,adverb
axiom,C2,noun
axiomatic,C2,adjective
attrition,C2,noun
enduringly,C2,adverb
reissue,C2,verb
sulphur,C2,noun
sulphuric,C2,adjective
phantom,C2,noun
moor,C2,noun
solitary,C2,noun
solitariness,C2,noun
adhesion,C2,noun
proscribe,C2,verb
proscription,C2,noun
crony,C2,noun
dribble,C2,verb
dribble,C2,noun
ingrate,C2,noun
prise,C2,verb
rickety,C2,adjective
consign,C2,verb
consignment,C2,noun
fete,C2,noun
dole out,C2,verb
opulent,C2,adjective
opulence,C2,noun
opulently,C2,adverb
plutocrat,C2,noun
averse,C2,adjective
edify,C2,verb
edification,C2,noun
converse,C2,adjective
sterility,C2,noun
rhetorical,C2,adjective
rhetorically,C2,adverb
flighty,C2,adjective
flightiness,C2,noun
brimstone,C2,noun
impeccable,C2,adjective
impeccably,C2,adverb
romp,C2,verb
romper,C2,noun
meticulously,C2,adverb
ingratiate,C2,verb
ingratiating,C2,adjective
ingratiatingly,C2,adverb
shimmer,C2,verb
hull,C2,noun
cull,C2,verb
swivel,C2,verb
quiver,C2,verb
quiver,C2,noun
sandwiched,C2,adjective
mottled,C2,adjective
epoxy,C2,noun
angular,C2,adjective
angularity,C2,noun
dampen,C2,verb
buccaneer,C2,verb
buccaneer,C2,noun
conglomerate,C2,noun
cay,C2,noun
singe,C2,verb
cordon,C2,verb
fabled,C2,adjective
glint,C2,verb
infernal,C2,adjective
infernally,C2,adverb
presentational,C2,adjective
plume,C2,noun
happenstance,C2,noun
reconciliation,C2,noun
conciliatory,C2,adjective
conciliation,C2,noun
preconception,C2,noun
baroque,C2,adjective
virginal,C2,adjective
spire,C2,noun
elephantine,C2,adjective
condone,C2,verb
commode,C2,noun
unobtrusive,C2,adjective
unobtrusively,C2,adverb
unobtrusiveness,C2,noun
compellingly,C2,adverb
hauntingly,C2,adverb
brim,C2,verb
hazard,C2,verb
authenticity,C2,noun
scholarly,C2,adjective
artifact,C2,noun
preservationist,C2,noun
qualm,C2,noun
besiege,C2,verb
cloister,C2,noun
cloistered,C2,adjective
annex,C2,noun
annex,C2,verb
resuscitate,C2,verb
resuscitation,C2,noun
ravish,C2,verb
fabricate,C2,verb
fabrication,C2,noun
patchy,C2,adjective
patchily,C2,adverb
resounding,C2,adjective
resoundingly,C2,adverb
resound,C2,verb
ordain,C2,verb
inchoate,C2,adjective
inchoately,C2,adverb
elation,C2,noun
hysteria,C2,noun
hysterically,C2,adverb
jarring,C2,adjective
suffuse,C2,verb
totter,C2,verb
pyre,C2,noun
contemptuous,C2,adjective
contemptuously,C2,adverb
forlorn,C2,adjective
forlornly,C2,adverb
rebuke,C2,verb
rebuke,C2,noun
abhorrent,C2,adjective
abhor,C2,verb
abhorrently,C2,adverb
aberration,C2,noun
emulsify,C2,verb
emulsification,C2,noun
emulsifier,C2,noun
additive,C2,noun
additive,C2,adjective
confection,C2,noun
proximal,C2,adjective
vandalize,C2,verb
vandal,C2,noun
feign,C2,verb
paradoxically,C2,adverb
laryngitis,C2,noun
stringent,C2,adjective
astringent,C2,noun
stringently,C2,adverb
standing,C2,noun
economize,C2,verb
economise,C2,verb
breadwinner,C2,noun
cosset,C2,verb
counsel,C2,noun
misdemeanor,C2,noun
misdemanour,C2,noun
aptitude,C2,noun
banish,C2,verb
banishment,C2,noun
knack,C2,noun
fruition,C2,noun
tantalize,C2,verb
tantalise,C2,verb
tantalizingly,C2,adverb
tantalisingly,C2,adverb
maelstrom,C2,noun
vortex,C2,noun
depressive,C2,adjective
shoal,C2,noun
scroll,C2,noun
collide,C2,verb
collider,C2,noun
edifice,C2,noun
thicket,C2,noun
leaven,C2,verb
leavening,C2,noun
ethos,C2,noun
interweave,C2,verb
burgeoning,C2,adjective
indiscrete,C2,adjective
indiscretion,C2,noun
telescopic,C2,adjective
telescopically,C2,adverb
amorphous,C2,adjective
amorphously,C2,adverb
hamper,C2,verb
selectivity,C2,noun
fractious,C2,adjective
mystique,C2,noun
assimilate,C2,verb
assimilation,C2,noun
intersperse,C2,verb
verbatim,C2,adjective
verbatim,C2,adverb
verily,C2,adverb
veritable,C2,adjective
verisimilitude,C2,noun
artifice,C2,noun
unfeasible,C2,adjective
unfeasibly,C2,adverb
behest,C2,noun
virtuoso,C2,noun
virtuosity,C2,noun
cascade,C2,verb
crippling,C2,adjective
nascent,C2,adjective
smattering,C2,noun
corpus,C2,noun
wheeze,C2,verb
neophyte,C2,noun
coax,C2,verb
formidably,C2,adverb
squint,C2,verb
hoist,C2,verb
flatout,C2,adverb
buzzard,C2,noun
bogus,C2,adjective
derision,C2,noun
derisive,C2,adjective
derisively,C2,adverb
truism,C2,noun
prurient,C2,adjective
prurience,C2,noun
tetchy,C2,adjective
agile,C2,adjective
agility,C2,noun
aghast,C2,adjective
dwarf,C2,verb
dwarfism,C2,noun
etch,C2,verb
etching,C2,noun
rapture,C2,noun
rapturous,C2,adjective
rapturously,C2,adverb
ad lib,C2,adjective
ad-lib,C2,verb
improvisational,C2,adjective
acrobatics,C2,noun
acrobatically,C2,adverb
acrobatic,C2,adjective
arduous,C2,adjective
ardor,C2,noun
ardour,C2,noun
arduously,C2,adverb
counterproductive,C2,adjective
counterproductively,C2,adverb
proverbial,C2,adjective
instantaneous,C2,adjective
instantaneously,C2,adverb
mull over,C2,verb
ruminate,C2,verb
rumination,C2,noun
ruminant,C2,adjective
ruminative,C2,adjective
armory,C2,noun
armoury,C2,noun
apostle,C2,noun
blubber,C2,noun
blubbery,C2,adjective
trifle,C2,noun
trifle,C2,verb
eke out,C2,verb
squirm,C2,verb
squirmy,C2,adjective
floe,C2,noun
embodiment,C2,noun
wistful,C2,adjective
wistfully,C2,adverb
mercantile,C2,adjective
skew,C2,verb
subsist,C2,verb
subsistence,C2,noun
subsidize,C2,verb
legion,C2,noun
confrontational,C2,adjective
confrontationally,C2,adverb
bout,C2,noun
gout,C2,noun
hindrance,C2,noun
myriad,C2,adjective
histrionic,C2,adjective
histrionically,C2,adverb
marketability,C2,noun
tacit,C2,adjective
tacitly,C2,adverb
taciturn,C2,adjective
taciturnity,C2,noun
surreptitious,C2,adjective
surreptitiously,C2,adverb
allegory,C2,noun
allegorical,C2,adjective
seedy,C2,adjective
punitive,C2,adjective
punitively,C2,adverb
temper,C2,verb
milieu,C2,noun
self-aggrandizement,C2,noun
self-aggrandisement,C2,noun
unadulterated,C2,adjective
adulterate,C2,verb
patronize,C2,verb
patronise,C2,verb
patronizing,C2,adjective
patronising,C2,adjective
patronizingly,C2,adverb
patronisingly,C2,adverb
cogent,C2,adjective
cogently,C2,adverb
incongruous,C2,adjective
incongruously,C2,adverb
incongruity,C2,noun
deaden,C2,verb
attuned,C2,adjective
attributive,C2,adjective
ecotourism,C2,noun
farcical,C2,adjective
incise,C2,verb
incipient,C2,adjective
echolocation,C2,noun
echolocate,C2,verb
reverb,C2,noun
reverberation,C2,noun
reverberate,C2,verb
ingenuous,C2,adjective
ingenuously,C2,adverb
impresario,C2,noun
elasticity,C2,noun
salivary,C2,adjective
hypnotherapy,C2,noun
remorseful,C2,adjective
remonstrance,C2,noun
unexcused,C2,adjective
unexceptionally,C2,adverb
unexceptional,C2,adjective
inexorable,C2,adjective
inexorably,C2,adverb
inexorability,C2,noun
tranquilize,C2,verb
tranquilise,C2,verb
base,C2,noun
bed,C2,noun
bet,C2,noun
bid,C2,noun
blanket,C2,noun
blend,C2,noun
block,C2,noun
blow,C2,noun
break,C2,noun
breakdown,C2,noun
bridge,C2,noun
case,C2,noun
ceiling,C2,noun
certainty,C2,noun
champion,C2,noun
chancellor,C2,noun
charm,C2,noun
chest,C2,noun
circuit,C2,noun
civilian,C2,noun
clash,C2,noun
climate,C2,noun
alarm,C2,noun
assembly,C2,noun
awe,C2,noun
baggage,C2,noun
bark,C2,noun
blackmail,C2,noun
blood,C2,noun
bribery,C2,noun
cause,C2,noun
colour,C2,noun
analogy,C2,noun
bias,C2,noun
bureaucracy,C2,noun
burial,C2,noun
cargo,C2,noun
catastrophe,C2,noun
act,C2,noun
air,C2,noun
buzz,C2,noun
chill,C2,noun
appeal,C2,verb
bubble,C2,verb
buzz,C2,verb
clash,C2,verb
coincide,C2,verb
collapse,C2,verb
address,C2,verb
advocate,C2,verb
alert,C2,verb
amend,C2,verb
appreciate,C2,verb
arouse,C2,verb
attach,C2,verb
back,C2,verb
bind,C2,verb
blackmail,C2,verb
block,C2,verb
boast,C2,verb
carry,C2,verb
chase,C2,verb
cloud,C2,verb
colour,C2,verb
arch,C2,verb
assemble,C2,verb
battle,C2,verb
beat,C2,verb
break,C2,verb
catch,C2,verb
circle,C2,verb
click,C2,verb
chapel,C2,noun
assault,C2,noun
combat,C2,noun
assault,C2,verb
combat,C2,verb
adjacent,C2,adjective
artificial,C2,adjective
clinical,C2,adjective
animated,C2,adjective
chronic,C2,adjective
academic,C2,adjective
apologetic,C2,adjective
charismatic,C2,adjective
appalling,C2,adjective
circulation,C2,noun
capitalist,C2,adjective
assertive,C2,adjective
alcoholic,C2,adjective
clichéd,C2,adjective
awesome,C2,adjective
bland,C2,adjective
bid,C2,verb
arid,C2,adjective
able,C2,adjective
affectionate,C2,adjective
blank,C2,adjective
accountable,C2,adjective
attainable,C2,adjective
central,C2,adjective
classical,C2,adjective
allied,C2,adjective
broadminded,C2,adjective
accessible,C2,adjective
automatic,C2,adjective
characteristic,C2,adjective
aspiration,C2,noun
abusive,C2,adjective
anchor,C2,verb
ambiguous,C2,adjective
analogous,C2,adjective
anonymous,C2,adjective
bloody,C2,adjective
abrupt,C2,adjective
ahead,C2,adjective
alive,C2,adjective
alone,C2,adjective
arbitrary,C2,adjective
backward,C2,adjective
bare,C2,adjective
bleak,C2,adjective
blunt,C2,adjective
bronze,C2,adjective
carefree,C2,adjective
circular,C2,adjective
clean,C2,adjective
close,C2,adjective
coherent,C2,adjective
above,C2,adverb
abruptly,C2,adverb
allegedly,C2,adverb
around,C2,adverb
away,C2,adverb
below,C2,adverb
beyond,C2,adverb
army,C2,noun
belief,C2,noun
body,C2,noun
bundle,C2,noun
casualty,C2,noun
cheer,C2,noun
closure,C2,noun
cast,C2,verb
channel,C2,verb
charm,C2,verb
close,C2,verb
coin,C2,verb
expenditure,C2,noun
elapse,C2,verb
excel,C2,verb
deem,C2,verb
disclose,C2,verb
endorse,C2,verb
eradicate,C2,verb
exemplify,C2,verb
commence,C2,verb
disgust,C2,noun
complexion,C2,noun
devastation,C2,noun
disposition,C2,noun
counsellor,C2,noun
contraception,C2,noun
extremist,C2,noun
contraceptive,C2,noun
corpse,C2,noun
diarrhoea,C2,noun
diagnosis,C2,noun
diagnose,C2,verb
dialect,C2,noun
dispute,C2,noun
condemn,C2,verb
exclaim,C2,verb
convict,C2,verb
dice,C2,verb
doorway,C2,noun
donor,C2,noun
coral,C2,noun
erupt,C2,verb
erode,C2,verb
fake,C2,noun
fanatic,C2,noun
dignity,C2,noun
empathy,C2,noun
coup,C2,noun
delegation,C2,noun
diplomacy,C2,noun
dice,C2,noun
cookie,C2,noun
divert,C2,verb
disorder,C2,noun
discriminate,C2,verb
discourage,C2,verb
disqualify,C2,verb
dominance,C2,noun
endurance,C2,noun
confidence,C2,noun
commander,C2,noun
craving,C2,noun
counselling,C2,noun
concession,C2,noun
conclusion,C2,noun
contradiction,C2,noun
composition,C2,noun
consideration,C2,noun
consultation,C2,noun
elimination,C2,noun
erosion,C2,noun
concentration,C2,noun
conception,C2,noun
confrontation,C2,noun
conversion,C2,noun
conviction,C2,noun
complexity,C2,noun
continuity,C2,noun
credibility,C2,noun
explosive,C2,noun
development,C2,noun
craziness,C2,noun
enquiry,C2,noun
comeback,C2,noun
compliment,C2,noun
constraint,C2,noun
corner,C2,noun
count,C2,noun
crack,C2,noun
crackdown,C2,noun
creep,C2,noun
cricket,C2,noun
cushion,C2,noun
deposit,C2,noun
descendant,C2,noun
deterrent,C2,noun
drain,C2,noun
echo,C2,noun
embrace,C2,noun
enterprise,C2,noun
entity,C2,noun
comfort,C2,noun
command,C2,noun
custody,C2,noun
cutlery,C2,noun
decay,C2,noun
dependence,C2,noun
depth,C2,noun
desperation,C2,noun
discretion,C2,noun
dismay,C2,noun
distress,C2,noun
DNA,C2,noun
doom,C2,noun
evidence,C2,noun
conscience,C2,noun
deception,C2,noun
deduction,C2,noun
deficiency,C2,noun
denial,C2,noun
deprivation,C2,noun
drought,C2,noun
endeavour,C2,noun
famine,C2,noun
content,C2,noun
core,C2,noun
course,C2,noun
crush,C2,noun
consent,C2,verb
crawl,C2,verb
drift,C2,verb
experiment,C2,verb
expire,C2,verb
fall,C2,verb
comfort,C2,verb
commemorate,C2,verb
commit,C2,verb
conceal,C2,verb
confine,C2,verb
confront,C2,verb
connect,C2,verb
constrain,C2,verb
contain,C2,verb
contemplate,C2,verb
contrast,C2,verb
count,C2,verb
crave,C2,verb
crush,C2,verb
cultivate,C2,verb
curb,C2,verb
dazzle,C2,verb
decide,C2,verb
deduce,C2,verb
defy,C2,verb
demolish,C2,verb
demonstrate,C2,verb
depict,C2,verb
devise,C2,verb
disguise,C2,verb
display,C2,verb
dispute,C2,verb
disturb,C2,verb
dread,C2,verb
echo,C2,verb
embarrass,C2,verb
embody,C2,verb
emit,C2,verb
equate,C2,verb
execute,C2,verb
fake,C2,verb
fancy,C2,verb
compensate,C2,verb
conceive,C2,verb
contract,C2,verb
convert,C2,verb
cross,C2,verb
crumble,C2,verb
debate,C2,verb
deepen,C2,verb
delegate,C2,verb
dim,C2,verb
drain,C2,verb
empirical,C2,adjective
deceased,C2,adjective
dump,C2,verb
faraway,C2,adjective
disrespectful,C2,adjective
facial,C2,adjective
cynical,C2,adjective
constitutional,C2,adjective
decaffeinated,C2,adjective
committed,C2,adjective
conceited,C2,adjective
detached,C2,adjective
dignified,C2,adjective
elated,C2,adjective
expressive,C2,adjective
courteous,C2,adjective
dated,C2,adjective
defective,C2,adjective
elaborate,C2,adjective
extravagant,C2,adjective
crisp,C2,adjective
cool,C2,adjective
defensive,C2,adjective
eccentric,C2,adjective
eminent,C2,adjective
contempt,C2,noun
disposable,C2,adjective
disloyal,C2,adjective
disillusioned,C2,adjective
disruptive,C2,adjective
commercial,C2,adjective
continental,C2,adjective
essential,C2,adjective
ethical,C2,adjective
exceptional,C2,adjective
experimental,C2,adjective
concerned,C2,adjective
disturbed,C2,adjective
engrossed,C2,adjective
consistent,C2,adjective
eventful,C2,adjective
faithful,C2,adjective
compatible,C2,adjective
dynamic,C2,adjective
electric,C2,adjective
comforting,C2,adjective
corresponding,C2,adjective
cunning,C2,adjective
disturbing,C2,adjective
condition,C2,verb
compulsive,C2,adjective
conclusive,C2,adjective
consecutive,C2,adjective
elusive,C2,adjective
explosive,C2,adjective
conclusively,C2,adverb
consistently,C2,adverb
diplomatically,C2,adverb
effectively,C2,adverb
contradictory,C2,adjective
complimentary,C2,adjective
concrete,C2,adjective
constant,C2,adjective
contrary,C2,adjective
crude,C2,adjective
dazed,C2,adjective
dazzling,C2,adjective
dead,C2,adjective
deceptive,C2,adjective
dedicated,C2,adjective
deep,C2,adjective
definitive,C2,adjective
delicate,C2,adjective
detrimental,C2,adjective
devastating,C2,adjective
dim,C2,adjective
discreet,C2,adjective
distant,C2,adjective
distinct,C2,adjective
dubious,C2,adjective
due,C2,adjective
eventual,C2,adjective
explicit,C2,adjective
exquisite,C2,adjective
decisively,C2,adverb
downhill,C2,adverb
fast,C2,adverb
consensus,C2,noun
crystal,C2,noun
essence,C2,noun
exile,C2,noun
concede,C2,verb
drown,C2,verb
embrace,C2,verb
establish,C2,verb
exhibit,C2,verb
inhabit,C2,verb
infant,C2,noun
