word,level,pos
exchange rate,B1,noun
extreme sports,B1,noun
face to face,B1,adverb
fallen,B1,adjective
fancy,B1,noun
farewell,B1,noun
farmland,B1,noun
farther,B1,adverb
farthest,B1,adverb
favorable,B1,adjective
favourable,B1,adjective
fax,B1,noun
fellow,B1,noun
festive,B1,adjective
feverishly,B1,adverb
few,B1,pronoun
finding,B1,noun
fire station,B1,noun
first floor,B1,noun
first lady,B1,noun
flash,B1,adjective
flavor,B1,noun
flavour,B1,noun
flock,B1,noun
fold,B1,noun
fondness,B1,noun
format,B1,verb
frequency,B1,noun
frying pan,B1,noun
full stop,B1,noun
full-time,B1,adverb
furnish,B1,verb
gall,B1,noun
gee,B1,interjection
general,B1,noun
genetically,B1,adverb
geographical,B1,adjective
giggle,B1,noun
ginger,B1,noun
glance,B1,verb
glide,B1,noun
glint,B1,noun
golfer,B1,noun
goodness,B1,interjection
graduation,B1,noun
gratitude,B1,noun
gravy,B1,noun
ground floor,B1,noun
grouping,B1,noun
handshake,B1,noun
hanging,B1,adjective
harbor,B1,noun
harbour,B1,noun
harness,B1,noun
hasty,B1,adjective
hatch,B1,noun
haunt,B1,noun
haven,B1,noun
healing,B1,adjective
hearing,B1,noun
heart attack,B1,noun
hearted,B1,adjective
herd,B1,noun
HIV,B1,noun
hop,B1,noun
horrify,B1,verb
humor,B1,noun
humour,B1,noun
hurriedly,B1,adverb
ice hockey,B1,noun
ice skating,B1,noun
identity card,B1,noun
illuminate,B1,verb
immigrate,B1,verb
impair,B1,verb
improper,B1,adjective
indefinite article,B1,noun
inhale,B1,verb
innermost,B1,adjective
innovator,B1,noun
inquiry,B1,noun
enquiry,B1,noun
inscribe,B1,verb
inscription,B1,noun
install,B1,verb
instal,B1,verb
instead of,B1,preposition
intentionally,B1,adverb
intermission,B1,noun
interviewee,B1,noun
involuntarily,B1,adverb
involved,B1,adjective
isle,B1,noun
ivory,B1,noun
jade,B1,noun
jail,B1,noun
gaol,B1,noun
judgment,B1,noun
judgement,B1,noun
kid,B1,verb
lasting,B1,adjective
latecomer,B1,noun
lawful,B1,adjective
lay,B1,verb
lean,B1,adjective
liberate,B1,verb
librarian,B1,noun
lifeguard,B1,noun
like,B1,conjunction
likeness,B1,noun
limp,B1,verb
liquid,B1,adjective
lodge,B1,noun
loudspeaker,B1,noun
lovingly,B1,adverb
magician,B1,noun
mailbox,B1,noun
maple,B1,noun
marble,B1,noun
marked,B1,adjective
market,B1,verb
mash,B1,verb
mathematician,B1,noun
mathematics,B1,noun
meditate,B1,verb
Mediterranean,B1,noun
memorize,B1,verb
memorise,B1,verb
message board,B1,noun
mineral,B1,noun
minimize,B1,verb
minimise,B1,verb
mischief,B1,noun
mixing bowl,B1,noun
modal verb,B1,noun
modal,B1,noun
model,B1,adjective
model,B1,verb
modem,B1,noun
moisture,B1,noun
molecule,B1,noun
monthly,B1,adverb
moral,B1,noun
moss,B1,noun
motherland,B1,noun
motionless,B1,adjective
motorcycle,B1,noun
mount,B1,noun
mountaintop,B1,noun
mourn,B1,verb
mule,B1,noun
narrate,B1,verb
narrative,B1,adjective
nationalist,B1,noun
navy blue,B1,adjective
nectar,B1,noun
neighborhood,B1,noun
neighbourhood,B1,noun
ness,B1,noun
newcomer,B1,noun
next door,B1,adverb
nod,B1,noun
noisily,B1,adverb
nor,B1,conjunction
northeastern,B1,adjective
northwestern,B1,adjective
nucleus,B1,noun
nutrient,B1,noun
occasion,B1,verb
onstage,B1,adjective
onto,B1,preposition
on to,B1,preposition
oppress,B1,verb
oppression,B1,noun
oral,B1,noun
orbit,B1,noun
orderly,B1,adjective
organism,B1,noun
organization,B1,noun
organisation,B1,noun
ought to,B1,modal auxiliary
outlaw,B1,noun
outward,B1,adjective
overjoyed,B1,adjective
overwork,B1,noun
owing,B1,adjective
paddle,B1,noun
paid,B1,adjective
paralyze,B1,verb
paralyse,B1,verb
pardon,B1,verb
participle,B1,noun
part-time,B1,adjective
patrol,B1,noun
penniless,B1,adjective
percent,B1,noun
per cent,B1,noun
phantom,B1,adjective
phoenix,B1,noun
phrasal verb,B1,noun
pick,B1,noun
piety,B1,noun
plus,B1,conjunction
pocket money,B1,noun
pollutant,B1,noun
preschool,B1,adjective
press,B1,noun
primary school,B1,noun
procrastination,B1,noun
program,B1,verb
programme,B1,verb
prohibition,B1,noun
provided,B1,conjunction
public transport,B1,noun
purify,B1,verb
question mark,B1,noun
railroad,B1,noun
rap,B1,verb
raspberry,B1,noun
ration,B1,noun
recite,B1,verb
reclaim,B1,verb
recognize,B1,verb
recognise,B1,verb
reef,B1,noun
refuse,B1,noun
rely,B1,verb
remembrance,B1,noun
remote control,B1,noun
retrospect,B1,noun
reunification,B1,noun
reunify,B1,verb
rid,B1,verb
riddle,B1,verb
roadside,B1,noun
rolling,B1,adjective
room,B1,verb
runaway,B1,noun
safari,B1,noun
safeguard,B1,noun
scatter,B1,verb
schoolmate,B1,noun
schoolteacher,B1,noun
science fiction,B1,noun
scold,B1,verb
seawater,B1,noun
seaweed,B1,noun
secondary school,B1,noun
second-hand,B1,adverb
select,B1,adjective
shadow,B1,verb
shadowy,B1,adjective
sheriff,B1,noun
ship,B1,verb
shopper,B1,noun
shrimp,B1,noun
sidewalk,B1,noun
since,B1,conjunction
skyscraper,B1,noun
slight,B1,noun
slow,B1,adverb
sneeze,B1,noun
snowstorm,B1,noun
soap opera,B1,noun
social networking,B1,noun
socially,B1,adverb
soil,B1,verb
someplace,B1,adverb
soothe,B1,verb
sophomore,B1,noun
sparkle,B1,noun
specialize,B1,verb
specialise,B1,verb
speed,B1,verb
spiral,B1,adjective
split,B1,noun
sponge,B1,noun
sportsmanship,B1,noun
stem,B1,verb
sticker,B1,noun
storyteller,B1,noun
stream,B1,verb
stricken,B1,adjective
stuffed,B1,adjective
subconscious,B1,adjective
summarize,B1,verb
summarise,B1,verb
sundial,B1,noun
swarm,B1,noun
swell,B1,verb
take,B1,noun
takeoff,B1,noun
take-off,B1,noun
tape,B1,verb
teammate,B1,noun
tease,B1,noun
teen,B1,noun
telegram,B1,noun
teller,B1,noun
thirst,B1,verb
threatening,B1,adjective
thump,B1,verb
thunderous,B1,adjective
tile,B1,noun
till,B1,conjunction
traffic jam,B1,noun
transitional,B1,adjective
travel agent,B1,noun
trim,B1,noun
trouble,B1,verb
tumble,B1,verb
turbulence,B1,noun
unable,B1,adjective
unafraid,B1,adjective
uncontrollable,B1,adjective
underage,B1,adjective
unless,B1,conjunction
until,B1,conjunction
unusually,B1,adverb
uplifted,B1,adjective
upstairs,B1,noun
used to,B1,modal auxiliary
vice,B1,adjective
vice president,B1,noun
video clip,B1,noun
visually,B1,adverb
wagon,B1,noun
warranty,B1,noun
washbowl,B1,noun
wasteful,B1,adjective
wax,B1,noun
wax,B1,verb
weather forecast,B1,noun
westward,B1,adverb
wetland,B1,noun
whenever,B1,conjunction
wherever,B1,conjunction
whether,B1,conjunction
while,B1,noun
whisper,B1,noun
whole,B1,noun
wither,B1,verb
wizard,B1,adjective
wonder,B1,noun
worn,B1,adjective
worth,B1,adjective
wrap,B1,noun
wrapping,B1,noun
wristwatch,B1,noun
-piece_group,B1,noun
-seat_restaurant,B1,noun
13th,B1,noun
14th,B1,noun
15th-century,B1,adjective
16th,B1,noun
1960s,B1,noun
20th,B1,adjective
20th-century,B1,adjective
26th,B1,noun
27th,B1,noun
27th,B1,adjective
28th,B1,adjective
29th,B1,adjective
3d_picture,B1,noun
3rd,B1,adjective
3rd,B1,noun
5th,B1,noun
5th,B1,adjective
60th,B1,noun
6th,B1,adjective
6th,B1,noun
7th,B1,adjective
93rd,B1,adjective
9th,B1,adjective
9th,B1,noun
absenteeism,B1,noun
absurdly,B1,adverb
academic,B1,noun
academically,B1,adverb
accountancy,B1,noun
accounting,B1,noun
accounting_course,B1,noun
acting,B1,noun
activity_week,B1,noun
addict,B1,verb
administration_officer,B1,noun
admiral,B1,noun
adoptive,B1,adjective
adult_life,B1,noun
adult_ticket,B1,noun
advertiser,B1,noun
advertising_agency,B1,noun
affiliate,B1,verb
afternoon_activity,B1,noun
afternoon_snack,B1,noun
aftershock,B1,noun
age_group,B1,noun
airline_ticket,B1,noun
airport_bank,B1,noun
airy,B1,adjective
alcohol_bottle,B1,noun
alfresco,B1,adjective
algebra,B1,noun
aloofness,B1,noun
anger,B1,verb
animation_film,B1,noun
antarctica,B1,noun
antennae,B1,noun
anti-television,B1,adjective
antisocial,B1,adjective
antivirus,B1,adjective
apartment_block,B1,noun
aperitif,B1,noun
apocalypse,B1,noun
apocalyptic,B1,adjective
apologize,B1,verb
apologizing,B1,noun
app,B1,noun
appetizer,B1,noun
application_form,B1,noun
aptitude_test,B1,noun
archaeological,B1,adjective
archaeologist,B1,noun
army_captain,B1,noun
army_station,B1,noun
art_class,B1,noun
art_competition,B1,noun
art_exhibition,B1,noun
art_project,B1,noun
art_studio,B1,noun
assistant_chef,B1,noun
assistant_manager,B1,noun
auction_site,B1,noun
auction_website,B1,noun
australia,B1,noun
australian,B1,adjective
avocado,B1,noun
awaken,B1,verb
ay,B1,interjection
backless,B1,adjective
backpacker_hostel,B1,noun
baking_tray,B1,noun
balcony_door,B1,noun
ballroom_dancer,B1,noun
bamboo,B1,noun
bangladeshi,B1,adjective
bank_account,B1,noun
bank_machine,B1,noun
bank_note,B1,noun
bank_rate,B1,noun
bank_robber,B1,noun
barefoot,B1,adverb
bargaining,B1,noun
basal,B1,adjective
basil,B1,noun
bath_oil,B1,noun
bbc1,B1,noun
beach_house,B1,noun
beach_town,B1,noun
bed_cover,B1,noun
bedspread,B1,noun
beekeeping,B1,noun
beetle,B1,noun
behavior,B1,noun
belonging,B1,noun
ben,B1,noun
best-seller,B1,noun
beyond,B1,adposition
bicycle_mechanic,B1,noun
bicycle_repair,B1,noun
bicycle_upkeep,B1,noun
bidder,B1,noun
birth_parent,B1,noun
birthday_cake,B1,noun
birthday_celebration,B1,noun
birthday_food,B1,noun
birthday_person,B1,noun
birthday_tradition,B1,noun
birthmark,B1,noun
biscuit_jar,B1,noun
bitterness,B1,noun
blindfold,B1,verb
blue-faced,B1,adjective
blue-white,B1,adjective
blunder,B1,noun
boa,B1,noun
boarding_school,B1,noun
boating_holiday,B1,noun
boating_trip,B1,noun
body_energy,B1,noun
body_language,B1,noun
bombshell,B1,noun
bon,B1,noun
book-keeping,B1,noun
book_collector,B1,noun
boot-cut,B1,noun
border,B1,verb
borrower,B1,noun
botanic,B1,adjective
bottle_shop,B1,noun
bottled,B1,adjective
bottom,B1,verb
bottom-up,B1,adjective
box,B1,verb
boxing_match,B1,noun
brainstorm,B1,verb
brazilian,B1,adjective
break_out,B1,verb
break_up,B1,verb
brick-field,B1,noun
brickmaker,B1,noun
brickmakers,B1,noun
bridesmaid,B1,noun
brighten,B1,verb
brightly-coloured,B1,adjective
brightness,B1,noun
bring_up,B1,verb
broom,B1,noun
broth,B1,noun
bruschetta,B1,noun
bulldog,B1,noun
bulletin_board,B1,noun
bullying,B1,noun
burial_ground,B1,noun
burial_place,B1,noun
burial_service,B1,noun
burnt,B1,adjective
burrito,B1,noun
bus_operator,B1,noun
bus_park,B1,noun
bus_service,B1,noun
bus_shelter,B1,noun
business_card,B1,noun
business_college,B1,noun
business_facility,B1,noun
business_hotel,B1,noun
business_language,B1,noun
business_setting,B1,noun
byline,B1,noun
c'mon,B1,interjection
cab_licence,B1,noun
cab_light,B1,noun
calculus,B1,noun
call_center,B1,noun
call_up,B1,verb
calm,B1,noun
calming,B1,adjective
cam,B1,noun
cam_phone,B1,noun
cambodian,B1,adjective
camper,B1,noun
can,B1,verb
captive,B1,adjective
car_park_attendant,B1,noun
car_repair,B1,noun
carbon_footprint,B1,noun
card_holder,B1,noun
card_trick,B1,noun
carrier_bag,B1,noun
cashmere_scarf,B1,noun
castor,B1,noun
cat_spirit,B1,noun
catch_up,B1,verb
celebrity_lookalike,B1,noun
celebrity_profile,B1,noun
centaur,B1,noun
chacacterful,B1,adjective
chalk,B1,noun
challenger,B1,noun
chancery,B1,noun
chaperone,B1,noun
charity_donation_center,B1,noun
chat_room,B1,noun
checklist,B1,noun
cheeseburger,B1,noun
chemistry_homework,B1,noun
chewing_gum,B1,noun
chicken_recipe,B1,noun
chickpea,B1,noun
child_education_counsellor,B1,noun
child_psychologist,B1,noun
child_ticket,B1,noun
childhood_holiday,B1,noun
childhoodbelief,B1,noun
chilli,B1,noun
chilli_sauce,B1,noun
chitchat,B1,noun
chop_up,B1,verb
chore,B1,noun
church_choir,B1,noun
chutney,B1,noun
citizen-reporter,B1,noun
city_airport,B1,noun
city_bus,B1,noun
city_council_inspector,B1,noun
city_gate,B1,noun
city_girl,B1,noun
city_house,B1,noun
city_life,B1,noun
civil-engineering_professor,B1,noun
civil-liberty_group,B1,noun
civilisation,B1,noun
class_size,B1,noun
clean_up,B1,verb
cleanup_area,B1,noun
clear_out,B1,verb
clearing,B1,noun
clenched,B1,adjective
climate_change,B1,noun
closing_sequence,B1,noun
closing_time,B1,noun
clothes,B1,adverb
clove,B1,noun
club_president,B1,noun
clubber,B1,noun
clunky,B1,adjective
clutter_question,B1,noun
cluttered,B1,adjective
co-educational,B1,adjective
coat_peg,B1,noun
cobweb,B1,noun
coconut_cream,B1,noun
coconut_custard,B1,noun
coconut_sauce,B1,noun
coffee_facility,B1,noun
coffee_table,B1,noun
coffee_time,B1,noun
collage,B1,noun
collectable,B1,adjective
college_cycling_club,B1,noun
college_friend,B1,noun
comedy_film,B1,noun
comedy_program,B1,noun
command,B1,verb
communication_skill,B1,noun
community_service,B1,noun
commute,B1,noun
commuter,B1,noun
commuting,B1,noun
compact,B1,adjective
company_car,B1,noun
company_director,B1,noun
company_newsletter,B1,noun
complaining,B1,noun
computer_conference,B1,noun
computer_package,B1,noun
computer_problem,B1,noun
computer_store,B1,noun
computing,B1,noun
conceptual,B1,adjective
convenience_store,B1,noun
convincingly,B1,adverb
cook_pot,B1,noun
coolheaded,B1,adjective
coolly,B1,adverb
cos,B1,adposition
costing,B1,noun
costume_jewelry,B1,noun
cot,B1,noun
cotton_sheet,B1,noun
cotton_top,B1,noun
counter,B1,adverb
court_hearing,B1,noun
courthouse,B1,noun
courtroom,B1,noun
criticise,B1,verb
cross-looking,B1,adjective
cross_contamination,B1,noun
crossroad,B1,noun
culture_shock,B1,noun
cumulonimbus,B1,noun
cv,B1,noun
cycle_accessory,B1,noun
cycle_ride,B1,noun
cycle_washer,B1,noun
d,B1,noun
dance_music,B1,noun
dance_sequence,B1,noun
dating_site,B1,noun
daughters,B1,noun
day_job,B1,noun
debate_team,B1,noun
decor,B1,noun
decorating,B1,noun
decorator,B1,noun
deep_fry,B1,verb
denim_jeans,B1,noun
denomination,B1,noun
designer_suit,B1,noun
detective_work,B1,noun
diamond_exhibition,B1,noun
didgeridoo,B1,noun
dill,B1,noun
diner,B1,noun
dining,B1,noun
dinner_table,B1,noun
dirt_road,B1,noun
disconnected,B1,adjective
disgrace,B1,verb
disorganised,B1,adjective
ditch,B1,noun
diva,B1,noun
diving_exam,B1,noun
diving_qualification,B1,noun
diy,B1,noun
dj,B1,noun
dna,B1,noun
double-bedded,B1,adjective
double-glazed,B1,adjective
double_up,B1,verb
down,B1,noun
download_program,B1,noun
downloadable,B1,adjective
doze_off,B1,verb
dragon,B1,noun
drama_club,B1,noun
drama_series,B1,noun
drama_teacher,B1,noun
dream_job,B1,noun
dress-up,B1,noun
drink_price,B1,noun
drip,B1,verb
driveway,B1,noun
driving_lesson,B1,noun
drop_off,B1,verb
drowning,B1,noun
duk_bok_gi,B1,noun
duly,B1,adverb
dumbing_down,B1,noun
dungeon,B1,noun
dust_storm,B1,noun
dvd_player,B1,noun
e-mail_system,B1,noun
earmark,B1,verb
easy-going,B1,adjective
eating_experience,B1,noun
education_professor,B1,noun
education_program,B1,noun
edutainment,B1,noun
edutainment_experiment,B1,noun
elder,B1,adjective
electric,B1,noun
electricity_bill,B1,noun
emergency_prohibition_hygiene,B1,noun
emergency_staff,B1,noun
emergency_worker,B1,noun
empty,B1,verb
en-suite_accommodation,B1,noun
encashment_certificate,B1,noun
encore,B1,noun
encroach,B1,verb
encyclopedia,B1,noun
energise,B1,verb
energised,B1,adjective
energy_bill,B1,noun
energy_level,B1,noun
engagement_ring,B1,noun
engineering_company,B1,noun
entertainment_value,B1,noun
entrance_door,B1,noun
environmentally-friendly,B1,adjective
epic,B1,adjective
espionage,B1,noun
eve,B1,noun
evening-barbecue,B1,noun
evening_gown,B1,noun
evening_light,B1,noun
ex-employee,B1,noun
ex-husband,B1,noun
ex-member,B1,noun
ex-neighbours,B1,noun
exam_result,B1,noun
exercise_bike,B1,noun
export_department,B1,noun
extortionate,B1,adjective
extra-hot,B1,adjective
extractor_fan,B1,noun
extroverted,B1,adjective
eye_contact,B1,noun
eyepiece,B1,noun
fact_file,B1,noun
falafel,B1,noun
falcon,B1,noun
family_history,B1,noun
family_holiday,B1,noun
family_life,B1,noun
family_meal,B1,noun
family_meeting,B1,noun
family_member,B1,noun
family_name,B1,noun
famously,B1,adverb
farm_building,B1,noun
farming_village,B1,noun
fashion_business,B1,noun
fashion_company,B1,noun
fashion_design,B1,noun
fashion_house,B1,noun
fashion_show,B1,noun
fast-food_chain,B1,noun
fast-forward,B1,verb
fatherly,B1,adjective
favor,B1,noun
favourably,B1,adverb
fed_up,B1,adjective
felt,B1,verb
feng_shui,B1,noun
fiancé,B1,noun
fifteenth,B1,adjective
figure_out,B1,verb
figure_skating,B1,noun
fill_out,B1,verb
film_actor,B1,noun
film_costume,B1,noun
film_recommendation,B1,noun
film_star,B1,noun
fire_brigade,B1,noun
first-time_burglar,B1,noun
fish_sauce,B1,noun
fishing_area,B1,noun
fishing_boat,B1,noun
fitness_centre,B1,noun
fitness_trainer,B1,noun
fitness_training,B1,noun
fitness_training_advice,B1,noun
fitness_training_magazine,B1,noun
fitting,B1,adjective
flare,B1,verb
flash_flood,B1,noun
flat-screen_tv,B1,noun
fleece,B1,noun
flight_kl0549,B1,noun
flooding,B1,noun
flour_tortilla,B1,noun
flower_garden,B1,noun
folk_music,B1,noun
folklore,B1,noun
fonder,B1,adjective
food-thing,B1,noun
food_market,B1,noun
football_fan,B1,noun
forest_camp,B1,noun
forest_home,B1,noun
fork,B1,verb
fortress_residence,B1,noun
four_box_method,B1,noun
franc,B1,noun
freak,B1,noun
freak,B1,adjective
free-time_activity,B1,noun
free_time,B1,noun
free_time_activity,B1,noun
freelance,B1,adjective
freshly-cooked,B1,adjective
freshly-made,B1,adjective
front-facing,B1,adjective
fruit_salad,B1,noun
frying_pan,B1,noun
full-time_position,B1,noun
fun-loving,B1,adjective
fuzzy,B1,adjective
g,B1,noun
gap_year,B1,noun
gapper,B1,noun
garlic_sauce,B1,noun
gas_hob,B1,noun
gelotology,B1,noun
gi,B1,noun
gift_shop,B1,noun
gilt,B1,noun
girlish,B1,adjective
gladly,B1,adverb
glazing,B1,noun
godmother,B1,noun
gold_coin,B1,noun
gold_necklace,B1,noun
golf_course,B1,noun
goodnight,B1,interjection
gorilla_tour,B1,noun
graduate_student,B1,noun
graffiti_artist,B1,noun
graffito,B1,noun
grandad,B1,noun
granulate,B1,verb
granule,B1,noun
grape_juice,B1,noun
greasy,B1,adjective
great-grandmother,B1,noun
grey-white,B1,adjective
ground,B1,adjective
ground_chickpea,B1,noun
group_leader,B1,noun
group_setting,B1,noun
grudge,B1,noun
guardian,B1,noun
guest,B1,verb
guest_house,B1,noun
guest_room,B1,noun
guidance_counselor,B1,noun
guide_book,B1,noun
gypsy_woman,B1,noun
ha,B1,interjection
hailstone,B1,noun
hailstorm,B1,noun
hair_salon,B1,noun
hairdressing,B1,noun
half-covered,B1,adjective
half-hour,B1,noun
half-past,B1,adverb
hallway,B1,noun
halt,B1,verb
hand_basin,B1,noun
hand_over,B1,verb
handed,B1,adjective
handmade,B1,adjective
handwritten,B1,adjective
hang_out,B1,verb
hang_up,B1,verb
hare,B1,noun
harp,B1,noun
hatch,B1,verb
hate_crime,B1,noun
have,B1,noun
hawk,B1,noun
hawk_god,B1,noun
headless,B1,adjective
healing,B1,noun
health_care,B1,noun
health_module,B1,noun
health_officer,B1,noun
health_programme,B1,noun
health_service,B1,noun
heated,B1,adjective
help_out,B1,verb
here,B1,verb
hiccup,B1,verb
high-backed,B1,adjective
high-class_restaurant,B1,noun
high-heeled,B1,adjective
high-speed_link,B1,noun
high_school,B1,noun
hillside,B1,noun
history_book,B1,noun
hog,B1,noun
holiday_company,B1,noun
holiday_destination,B1,noun
holiday_pay,B1,noun
homesick,B1,adjective
hone,B1,verb
honeymoon_adventure,B1,noun
honour,B1,verb
honourable,B1,adjective
hook_up,B1,verb
hoped-for,B1,adjective
hormone,B1,noun
horribly,B1,adverb
hose,B1,noun
hospital_visit,B1,noun
hospital_website,B1,noun
hospitality_industry,B1,noun
hotel_group,B1,noun
household_chore,B1,noun
household_name,B1,noun
househusband,B1,noun
housekeeping,B1,noun
housekeeping_bill,B1,noun
housekeeping_key,B1,noun
hr,B1,noun
human_resources_page,B1,noun
human_resources_website,B1,noun
hurtful,B1,adjective
hypnosis,B1,noun
hypnotist,B1,noun
hypnotize,B1,verb
i,B1,noun
ice_cream_business,B1,noun
immersion,B1,noun
inbox,B1,noun
incidental,B1,adjective
inspiring,B1,adjective
instant-messaging_system,B1,noun
intercom,B1,noun
interior,B1,adjective
internet_dating,B1,noun
internet_domain,B1,noun
internet_domain_name,B1,noun
internet_file,B1,noun
internet_forum,B1,noun
introversion,B1,noun
introverted,B1,adjective
intrusive,B1,adjective
inventory,B1,verb
inventory,B1,noun
inventory_party,B1,noun
inventory_tag,B1,noun
inventorying,B1,noun
iron_gate,B1,noun
island_nation,B1,noun
it_session,B1,noun
jam_jar,B1,noun
jaywalking,B1,noun
jazz_session,B1,noun
jazz_tutor,B1,noun
jewellery_shop,B1,noun
jewelry_store,B1,noun
jewish,B1,adjective
job_advert,B1,noun
job_agency,B1,noun
job_condition,B1,noun
job_interview,B1,noun
job_offer,B1,noun
job_prospect,B1,noun
judgement,B1,noun
junk,B1,verb
junk_drawer,B1,noun
junk_shop,B1,noun
juror_intimidation,B1,noun
kayak,B1,verb
keep_up,B1,verb
kidnapper,B1,noun
kidnapping,B1,noun
kitchen_machine,B1,noun
kitchen_paper,B1,noun
knocking,B1,noun
kora_player,B1,noun
korean,B1,adjective
lacy,B1,adjective
lake,B1,verb
landscaped,B1,adjective
language_lesson,B1,noun
language_study,B1,noun
lapis,B1,noun
lapis_lazuli,B1,noun
lasagne,B1,noun
lather,B1,noun
laughing,B1,noun
laughter_exercise,B1,noun
laughter_teacher,B1,noun
law-hand,B1,noun
law-writer,B1,noun
law-writing,B1,noun
lay,B1,noun
lazuli,B1,noun
leap_year,B1,noun
leapling,B1,noun
learning_experience,B1,noun
learning_process,B1,noun
leather_bag,B1,noun
leftover,B1,adjective
lemur,B1,noun
lentil,B1,noun
less-known,B1,adjective
let_out,B1,verb
letter_page,B1,noun
library_book,B1,noun
license,B1,noun
life-qualification,B1,noun
life_path,B1,noun
lighthouse,B1,noun
lightning_bolt,B1,noun
likeminded,B1,adjective
limousine,B1,noun
linoleum,B1,noun
lipstick,B1,noun
localize,B1,verb
locally,B1,adverb
